index,title,price,category,color,review rating,review number,model,Screen Size,Touch Screen,Storage Type,Total Storage Capacity,Hard Drive Capacity,System Memory (RAM),Processor Speed (Base),Processor Model,Operating System,Battery Life,Brand,Product Height,Product Width,Product Depth,Product Weight
11,"Dell - Latitude 12.5"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Black",297.99,laptop,Black,3.7,,E7240.I5.8.128SSD.PRO,12.5 inches,No,SSD,128 gigabytes,,8 gigabytes,1.9 gigahertz,Intel 4th Generation Core i5,Windows 10 Pro,,Dell,,,,
12,"Apple - MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 16GB Memory - 128GB SSD - Silver","1,499.00",laptop,Silver,4.3,,13721034,13.3 inches,No,SSD,128 gigabytes,,16 gigabytes,1.4 gigahertz,Intel 8th Generation Core i5,Mac OS,10 hours,Apple,0.6 inches,12 inches,8.4 inches,3.02 pounds
13,"Apple - MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 16GB Memory - 128GB SSD - Space Gray","1,499.00",laptop,Space Gray,4.3,,13721073,13.3 inches,No,SSD,128 gigabytes,,16 gigabytes,1.4 gigahertz,Intel 8th Generation Core i5,Mac OS,10 hours,Apple,0.6 inches,12 inches,8.4 inches,3.02 pounds
14,"HP - Envy 17.3"" Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 512GB SSD + Optane - Natural Silver, Sandblasted Anodized Finish",779.99,laptop,"Natural Silver, Sandblasted Anodized Finish",4.6,516,17M-CE0013DX,17.3 inches,Yes,SSD,512 gigabytes,,12 gigabytes,1.8 gigahertz,Intel 8th Generation Core i7,Windows 10 Home,10.75 hours,HP,0.9 inches,15.9 inches,10.5 inches,6.44 pounds
15,"ASUS - 14"" Laptop - Intel Core i7 - 16GB Memory - 512GB SSD - Royal Blue","1,199.99",laptop,Royal Blue,4.0,,UX434FLCXH77,14 inches,No,SSD,512 gigabytes,,16 gigabytes,1.8 gigahertz,Intel 10th Generation Core i7,Windows 10 Pro,,ASUS,0.7 inches,12.6 inches,7.8 inches,2.8 pounds
16,"Lenovo - IdeaPad 330S 15.6"" Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Platinum Gray",521.99,laptop,Platinum Gray,4.5,"1,513",81F5018TUS,15.6 inches,No,SSD,128 gigabytes,,8 gigabytes,1.6 gigahertz,Intel 8th Generation Core i5,Windows 10 Home in S mode,6 hours,Lenovo,0.76 inches,14.1 inches,9.6 inches,4.12 pounds
17,"ASUS - 11.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Red",189.99,laptop,Red,4.3,25,C223NADH02RD,11.6 inches,No,eMMC,32 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Chrome OS,,ASUS,0.7 inches,11.3 inches,7.8 inches,2.2 pounds
18,"Dell - Inspiron 2-in-1 13.3"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD + Optane - Black",979.99,laptop,Black,4.3,185,I7390-7100BLK-PUS,13.3 inches,Yes,SSD,512 gigabytes,,16 gigabytes,1.8 gigahertz,Intel 8th Generation Core i7,Windows 10 Home,,Dell,,,,
19,"Lenovo - ThinkPad X390 13.3"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 512GB Solid-State Drive - Black","1,469.00",laptop,Black,4.0,,20Q0002WUS,13.3 inches,Yes,SSD,512 gigabytes,,8 gigabytes,1.8 gigahertz,Intel 8th Generation Core i7,Windows 10 Pro,,Lenovo,0.67 inches,12.3 inches,8.55 inches,2.84 pounds
20,"Dell - Latitude 14"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black",859.99,laptop,Black,3.8,,7GDND,14 inches,No,SSD,256 gigabytes,,8 gigabytes,1.6 gigahertz,Intel 8th Generation Core i5,Windows 10 Pro,,Dell,0.8 inches,13.3 inches,9.5 inches,3.79 pounds
21,"HP - Stream 14"" Laptop - AMD A4-Series - 4GB Memory - AMD Radeon R3 - 64GB eMMC Flash Memory - Rose Pink",269.99,laptop,Rose Pink,3.0,5,S14-DS0160NR,14 inches,No,eMMC,64 gigabytes,,4 gigabytes,1.5 gigahertz,AMD A4,Windows 10 Home in S mode,7.25 hours,HP,0.7 inches,13.3 inches,8.9 inches,2.87 pounds
22,"Samsung - Plus 2-in-1 12.2"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Stealth Silver (Verizon)",599.00,laptop,Stealth Silver (Verizon),4.4,7,XE525QBB-K01US,12.2 inches,Yes,eMMC,32 gigabytes,,4 gigabytes,1.5 gigahertz,Intel Celeron,Chrome OS,,Samsung,0.6 inches,11.3 inches,8.2 inches,3.06 pounds
23,"Acer - Triton 500 15.6"" Gaming Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce RTX 2080 - 1TB Solid State Drive - Aby Black","2,099.99",laptop,Aby Black,5.0,1,PT5155173Z5,15.6 inches,No,SSD,1000 gigabytes,,32 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,8 hours,Acer,0.7 inches,14.1 inches,10 inches,4.41 pounds
24,"Apple - MacBook Air 11.6"" Pre-owned Laptop - Intel Core i5 - 4GB Memory - 128GB Flash Storage - Silver",419.99,laptop,Silver,3.5,8,MD711LL/B,11.6 inches,No,SSD,128 gigabytes,,4 gigabytes,1.4 gigahertz,Intel 4th Generation Core i5,Mac OS,9 hours,Apple,0.7 inches,11.8 inches,7.6 inches,2.38 pounds
25,"ASUS - ZenBook 14"" Laptop - Intel Core i7 - 8GB Memory - 512GB Solid State Drive - Silver Blue",899.99,laptop,Silver Blue,4.5,4,UX431FAES74,14 inches,No,SSD,512 gigabytes,,8 gigabytes,1.8 gigahertz,Intel 8th Generation Core i7,Windows 10,,ASUS,0.6 inches,12.7 inches,8.3 inches,3.2 pounds
0,"ASUS - Flip C434TA 2-in-1 14"" Touch-Screen Chromebook - Intel Core m3 - 4GB Memory - 64GB eMMC Flash Memory - Spangle Silver",569.99,laptop,Spangle Silver,4.5,10,C434TA-DSM4T,14 inches,Yes,eMMC,64 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Core m3,Chrome OS,10 hours,ASUS,0.6 inches,12.6 inches,8 inches,3.2 pounds
1,"Dell - 15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2060 - 1TB Hard Drive + 128GB SSD - Abyss Gray","1,449.99",laptop,Abyss Gray,3.6,5,G7590-7183GRY-PUS,15.6 inches,No,"SSD, HDD",1128 gigabytes,1000 gigabytes,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,,Dell,0.8 inches,14.3 inches,10.8 inches,5.89 pounds
2,"Acer - 15.6"" Refurbished Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Sparkly Silver",194.99,laptop,Sparkly Silver,4.3,7,NX.H09AA.001,15.6 inches,Yes,eMMC,32 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Chrome OS,13 hours,Acer,0.8 inches,15 inches,10.1 inches,3.97 pounds
3,"ASUS - 15.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Silver",255.99,laptop,Silver,3.8,10,C523NADH02,15.6 inches,No,eMMC,32 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Chrome OS,,ASUS,0.6 inches,14.1 inches,9.8 inches,3.11 pounds
4,"Apple - MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 16GB Memory - 256GB SSD - Space Gray","1,999.99",laptop,Space Gray,5.0,5,13687647,13.3 inches,No,SSD,256 gigabytes,,16 gigabytes,2.4 gigahertz,Intel 9th Generation Core i5,Mac OS,10 hours,Apple,0.6 inches,12 inches,8.4 inches,3.02 pounds
5,"Apple - MacBook Pro 13.3"" Laptop - Intel Core i5 - 16GB Memory - 500GB SSD - Pre-Owned - Silver",608.99,laptop,Silver,3.4,5,MD101LL/A-16GB-500SSD,13.3 inches,No,SSD,500 gigabytes,,16 gigabytes,2.5 gigahertz,Intel 3rd Generation Core i5,Mac OS,7 hours,Apple,0.9 inches,12.8 inches,8.9 inches,4.54 pounds
6,"ASUS - 11.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Gray",229.99,laptop,Gray,4.3,25,C223NA-DH02,11.6 inches,No,eMMC,32 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Chrome OS,10 hours,ASUS,0.7 inches,11.3 inches,7.8 inches,2.2 pounds
7,"ASUS - 11.6"" Laptop - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Star Gray",249.99,laptop,Star Gray,4.3,4,L203MADS04,11.6 inches,No,eMMC,64 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Windows 10 Home in S mode,,ASUS,0.7 inches,11.3 inches,7.6 inches,2.2 pounds
8,"ASUS - ZenBook 14"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Icicle Silver",756.99,laptop,Icicle Silver,5.0,4,UX431FAES51,14 inches,No,SSD,256 gigabytes,,8 gigabytes,1.6 gigahertz,Intel 8th Generation Core i5,Windows 10 Home,,ASUS,0.6 inches,12.8 inches,8.3 inches,3.2 pounds
9,"OMEN by HP 15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2060 - 512GB Solid State Drive - Shadow Black","1,329.99",laptop,Shadow Black,4.3,3,15-DC1050NR,15.6 inches,No,SSD,512 gigabytes,,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,13.25 hours,HP,1 inches,14.2 inches,10.4 inches,5.29 pounds
10,"Apple - MacBook Pro 16"" Laptop - Intel Core i9 - 32GB Memory - 1TB SSD - Space Gray","3,299.00",laptop,Space Gray,4.8,,13860129,16 inches,No,SSD,1000 gigabytes,,32 gigabytes,2.3 gigahertz,Intel 9th Generation Core i9,Mac OS,11 hours,Apple,0.6 inches,14.1 inches,9.7 inches,4.41 pounds
11,"Apple - MacBook Pro 16"" Laptop - Intel Core i9 - 32GB Memory - 1TB SSD - Silver","3,299.00",laptop,Silver,4.8,,13860123,16 inches,No,SSD,1000 gigabytes,,32 gigabytes,2.3 gigahertz,Intel 9th Generation Core i9,Mac OS,11 hours,Apple,0.6 inches,14.1 inches,9.7 inches,4.41 pounds
12,"HP - 15.6"" Gaming Laptop - AMD A9-Series - 4GB Memory - AMD Radeon R5 - 1TB Hard Drive - Ash Silver",439.99,laptop,Ash Silver,4.0,3,15-DB0047NR,15.6 inches,No,HDD,1000 gigabytes,1000 gigabytes,4 gigabytes,3.1 gigahertz,AMD A9,Windows 10 Home,9 hours,HP,0.9 inches,14.8 inches,9.7 inches,4.34 pounds
13,"Lenovo - ThinkPad T450 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 180GB Solid State Drive - Black",299.99,laptop,Black,3.5,4,T450.I5.8.180SSD.PRO,14 inches,No,SSD,180 gigabytes,,8 gigabytes,2.3 gigahertz,Intel 5th Generation Core i5,Windows 10 Pro,,Lenovo,,,,
14,"ASUS - 15.6"" Chromebook - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Silver",269.00,laptop,Silver,4.1,9,C523NA-BCLN6,15.6 inches,No,eMMC,64 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Chrome OS,10 hours,ASUS,0.6 inches,14.1 inches,9.8 inches,3.09 pounds
15,"Apple - MacBook Pro 16"" Laptop - Intel Core i7 - 32GB Memory - 512GB SSD - Space Gray","2,799.00",laptop,Space Gray,4.8,,13860218,16 inches,No,SSD,512 gigabytes,,32 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Mac OS,11 hours,Apple,0.6 inches,14.1 inches,9.7 inches,4.41 pounds
16,"Apple - MacBook Pro 16"" Laptop - Intel Core i7 - 32GB Memory - 512GB SSD - Silver","2,799.00",laptop,Silver,4.8,,13860214,16 inches,No,SSD,512 gigabytes,,32 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Mac OS,11 hours,Apple,0.6 inches,14.1 inches,9.7 inches,4.41 pounds
17,"Lenovo - IdeaPad S145-15IWL 15.6"" Laptop - Intel Celeron - 4GB Memory - 128GB SSD - Abyss Blue",261.99,laptop,Abyss Blue,,,81MV00MBUS,15.6 inches,No,SSD,128 gigabytes,,4 gigabytes,1.8 gigahertz,Intel Celeron,Windows 10 Home,5.5 hours,Lenovo,0.8 inches,14.3 inches,9.9 inches,4.08 pounds
18,"Lenovo - Yoga C940 2-in-1 15.6"" 4K Ultra HD Touch-Screen Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 1650 512GB SSD - Iron Gray","1,899.99",laptop,Iron Gray,4.0,1,81TE000DUS,15.6 inches,Yes,SSD,512 gigabytes,,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,9 hours,Lenovo,0.8 inches,14 inches,9.4 inches,4.41 pounds
19,"Dell - Latitude 14"" Refurbished Touch-Screen Laptop - Intel Core i5 - 16GB Memory - 512GB SSD - Black",479.99,laptop,Black,3.0,2,E7470-32391,14 inches,Yes,SSD,512 gigabytes,,16 gigabytes,2.4 gigahertz,Intel 6th Generation Core i5,Windows 10 Home,,Dell,0.8 inches,13.2 inches,9.1 inches,3.33 pounds
20,"HP - EliteBook 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 256GB Solid State Drive - Black",379.99,laptop,Black,4.2,9,840 G2-1599,14 inches,No,SSD,256 gigabytes,,16 gigabytes,2.3 gigahertz,Intel 5th Generation Core i5,Windows 10 Pro,,HP,0.8 inches,13.3 inches,9.3 inches,3.42 pounds
21,"HP - ProBook 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 480GB Solid State Drive - Black",322.48,laptop,Black,4.5,2,640 G2-31282,14 inches,No,SSD,480 gigabytes,,8 gigabytes,2.4 gigahertz,Intel 6th Generation Core i5,Windows 10 Pro,,HP,1.1 inches,13.4 inches,9.3 inches,5.09 pounds
22,"Apple - MacBook Pro 16"" Laptop - Intel Core i9 - 32GB Memory - 1TB SSD - Space Gray","3,499.00",laptop,Space Gray,5.0,4,13860156,16 inches,No,SSD,1000 gigabytes,,32 gigabytes,2.4 gigahertz,Intel 9th Generation Core i9,Mac OS,11 hours,Apple,0.6 inches,14.1 inches,9.7 inches,4.41 pounds
23,"Apple - MacBook Pro 16"" Laptop - Intel Core i9 - 32GB Memory - 1TB SSD - Silver","3,499.00",laptop,Silver,4.8,,13860087,16 inches,No,SSD,1000 gigabytes,,32 gigabytes,2.4 gigahertz,Intel 9th Generation Core i9,Mac OS,11 hours,Apple,0.6 inches,14.1 inches,9.7 inches,4.41 pounds
24,"Dell - Latitude 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 512GB SSD - Black",379.99,laptop,Black,3.7,,E5470-32426,14 inches,No,SSD,512 gigabytes,,8 gigabytes,2.4 gigahertz,Intel 6th Generation Core i5,Windows 10 Pro,,Dell,0.9 inches,13.2 inches,9.1 inches,3.68 pounds
25,"Lenovo - S340 14"" Chromebook - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Onyx Black",239.99,laptop,Onyx Black,,,81TB000DUS,14 inches,No,eMMC,64 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Chrome OS,10 hours,Lenovo,0.7 inches,12.9 inches,9.2 inches,3.09 pounds
26,"HP - Pavilion 15.6"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 512GB SSD - Ceramic White, Sandblasted Anodized Finish",829.99,laptop,"Ceramic White, Sandblasted Anodized Finish",5.0,2,15-CS3076nr,15.6 inches,Yes,SSD,512 gigabytes,,8 gigabytes,1.3 gigahertz,Intel 10th Generation Core i7,Windows 10 Home,,HP,0.7 inches,14.2 inches,9.7 inches,4.08 pounds
0,"Apple - MacBook Pro 16"" Laptop - Intel Core i9 - 64GB Memory - 1TB SSD - Space Gray","3,699.00",laptop,Space Gray,2.0,1,13860130,16 inches,No,SSD,1000 gigabytes,,64 gigabytes,2.3 gigahertz,Intel 9th Generation Core i9,Mac OS,11 hours,Apple,0.6 inches,14.1 inches,9.7 inches,4.41 pounds
1,"Apple - MacBook Pro 16"" Laptop - Intel Core i9 - 64GB Memory - 1TB SSD - Silver","3,699.00",laptop,Silver,4.8,,13860124,16 inches,No,SSD,1000 gigabytes,,64 gigabytes,2.3 gigahertz,Intel 9th Generation Core i9,Mac OS,11 hours,Apple,0.6 inches,14.1 inches,9.7 inches,4.41 pounds
2,"Lenovo - ThinkPad T490 14"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black","1,152.99",laptop,Black,4.3,,20N20008US,14 inches,No,SSD,256 gigabytes,,8 gigabytes,1.6 gigahertz,Intel 8th Generation Core i5,Windows 10 Pro,,Lenovo,0.7 inches,13 inches,8.94 inches,3.37 pounds
3,"Apple - MacBook Air 13.3"" Laptop - Intel Core i5 - 16GB Memory - 256GB Solid State Drive - Space Gray","1,499.99",laptop,Space Gray,3.9,,13720886,13.3 inches,No,SSD,256 gigabytes,,16 gigabytes,1.6 gigahertz,Intel 8th Generation Core i5,Mac OS,12 hours,Apple,0.61 inches,12 inches,8.36 inches,2.75 pounds
4,"Apple - MacBook Air 13.3"" Laptop - Intel Core i5 - 16GB Memory - 256GB Solid State Drive - Silver","1,499.99",laptop,Silver,3.9,,13721105,13.3 inches,No,SSD,256 gigabytes,,16 gigabytes,1.6 gigahertz,Intel 8th Generation Core i5,Mac OS,12 hours,Apple,0.61 inches,12 inches,8.36 inches,2.75 pounds
5,"Apple - MacBook Air 13.3"" Laptop - Intel Core i5 - 16GB Memory - 256GB SSD - Gold","1,499.00",laptop,Gold,3.9,,13721089,13.3 inches,No,SSD,256 gigabytes,,16 gigabytes,1.6 gigahertz,Intel 8th Generation Core i5,Mac OS,12 hours,Apple,0.6 inches,12 inches,8.4 inches,2.76 pounds
6,"ASUS - 15.6"" Laptop - AMD Ryzen 5 - 8GB Memory - 1TB HDD + 128GB SSD - Coral Crush",602.99,laptop,Coral Crush,4.5,4,F512DAEB55CL,15.6 inches,No,"SSD, HDD",1128 gigabytes,1000 gigabytes,8 gigabytes,2 gigahertz,AMD 2nd Generation Ryzen 5,Windows 10 Home,,ASUS,0.8 inches,14.1 inches,9.1 inches,3.51 pounds
7,"Apple - Macbook Pro® 15.4"" Pre-Owned Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Silver","1,249.99",laptop,Silver,,,ME874LL/A,15.4 inches,Yes,SSD,512 gigabytes,,16 gigabytes,2.6 gigahertz,Intel 4th Generation Core i7,Mac OS,7 hours,Apple,0.71 inches,14.13 inches,9.73 inches,4.46 pounds
8,"HP - G4 11.6"" Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Pre-Owned - Black",102.99,laptop,Black,5.0,2,11-G4.SD,11.6 inches,No,eMMC,16 gigabytes,,4 gigabytes,2.1 gigahertz,Intel Celeron,Chrome OS,,HP,0.8 inches,11.8 inches,8.1 inches,2.83 pounds
9,"HP - EliteBook Folio 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Black",257.99,laptop,Black,3.7,6,9470m128,14 inches,No,SSD,128 gigabytes,,8 gigabytes,1.8 gigahertz,Intel 3rd Generation Core i5,Windows 10 Home,,HP,0.75 inches,13.3 inches,9.09 inches,3.6 pounds
10,"Apple - MacBook Pro - 13"" Display with Touch Bar - Intel Core i7 - 8GB Memory - 128GB SSD - Space Gray","1,599.00",laptop,Space Gray,4.3,,13721024,13.3 inches,No,SSD,128 gigabytes,,8 gigabytes,1.7 gigahertz,Intel 8th Generation Core i7,Mac OS,10 hours,Apple,0.6 inches,12 inches,8.4 inches,3.02 pounds
11,"Lenovo - C340 2-in-1 15.6"" Touch-Screen Chromebook - Intel Pentium Gold - 4GB Memory - 32GB eMMC Flash Memory - Platinum Gray",429.99,laptop,Platinum Gray,5.0,1,81T90003US,15.6 inches,Yes,eMMC,32 gigabytes,,4 gigabytes,2.3 gigahertz,Intel Pentium,Chrome OS,10 hours,Lenovo,0.7 inches,14.2 inches,9.8 inches,4.37 pounds
12,"Lenovo - 300e 2-in-1 11.6"" Touch-Screen Chromebook - MediaTek MT8173C - 4GB Memory - 32GB eMMC Flash Memory - Black",279.99,laptop,Black,5.0,10,81QC0000US,11.6 inches,Yes,eMMC,32 gigabytes,,4 gigabytes,2.1 gigahertz,MediaTek,Chrome OS,,Lenovo,0.82 inches,11.4 inches,8.01 inches,2.9 pounds
13,"ASUS - Zenbook 15 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1650 - 1TB SSD - Royal Blue","1,399.99",laptop,Royal Blue,,,UX534FTCXH77,15.6 inches,No,SSD,1000 gigabytes,,16 gigabytes,1.8 gigahertz,Intel 10th Generation Core i7,Windows 10 Pro,,ASUS,0.7 inches,13.9 inches,8.7 inches,3.64 pounds
14,"Lenovo - L340-15IRH 15.6"" Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 - 256GB Solid State Drive - Granite Black",782.99,laptop,Granite Black,,,81LK000PUS,15.6 inches,No,SSD,256 gigabytes,,8 gigabytes,2.4 gigahertz,Intel 9th Generation Core i5,Windows 10 Home,9 hours,Lenovo,0.9 inches,14.3 inches,10 inches,5.27 pounds
15,"OMEN by HP 17.3"" Gaming Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1660 Ti - 512GB Solid State Drive - Shadow Black","1,269.99",laptop,Shadow Black,,,17-CB0060NR,17.3 inches,No,SSD,512 gigabytes,,8 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,11.25 hours,HP,1.1 inches,15.9 inches,11 inches,7.08 pounds
16,"HP - EliteBook 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Silver",245.99,laptop,Silver,4.1,23,8470PI525812810,14 inches,No,SSD,128 gigabytes,,8 gigabytes,2.6 gigahertz,Intel 3rd Generation Core i5,Windows 10 Home,5 hours,HP,,,,
17,"Dell - 11.6"" Refurbished Chromebook - Intel Celeron - 2GB Memory - 16GB SSD - Black",82.99,laptop,Black,,,CB1C13.RB,11.6 inches,No,SSD,16 gigabytes,,2 gigabytes,1.4 gigahertz,Intel Celeron,Chrome OS,10 hours,Dell,1 inches,11.6 inches,7.9 inches,2.87 pounds
18,"ASUS - 15.6"" Gaming Laptop - AMD Ryzen 7 - 8GB Memory - NVIDIA GeForce GTX 1650 - 1TB Hard Drive + 256GB Solid State Drive - Gold Steel",999.99,laptop,Gold Steel,5.0,1,TUF505DTRB73,15.6 inches,No,"SSD, HDD",1256 gigabytes,1000 gigabytes,8 gigabytes,2.3 gigahertz,AMD 2nd Generation Ryzen 7,Windows 10 Home,,ASUS,1 inches,14.2 inches,10.3 inches,4.85 pounds
19,"Samsung - 11.6"" Chromebook - Intel Celeron - 4GB Memory - 16GB SSD - Pre-Owned - Gray",81.99,laptop,Gray,1.0,1,XE500C12.SD,11.6 inches,No,SSD,16 gigabytes,,4 gigabytes,2.16 gigahertz,Intel Celeron,Chrome OS,,Samsung,0.7 inches,11.4 inches,8.1 inches,2.65 pounds
20,"Apple - MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 16GB Memory - 256GB SSD - Space Gray","1,699.00",laptop,Space Gray,4.3,,13721045,13.3 inches,No,SSD,256 gigabytes,,16 gigabytes,1.4 gigahertz,Intel 8th Generation Core i5,Mac OS,10 hours,Apple,0.6 inches,12 inches,8.4 inches,3.02 pounds
21,"Apple - MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 16GB Memory - 256GB SSD - Silver","1,699.00",laptop,Silver,4.3,,13721109,13.3 inches,No,SSD,256 gigabytes,,16 gigabytes,1.4 gigahertz,Intel 8th Generation Core i5,Mac OS,10 hours,Apple,0.6 inches,12 inches,8.4 inches,3.02 pounds
22,"Dell - XPS 15.6"" Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 - 1TB Hard Drive + 128GB Solid State Drive - Silver","1,549.99",laptop,Silver,3.5,2,XPS9570MCMG6,15.6 inches,No,"HDD, SSD",1128 gigabytes,1000 gigabytes,8 gigabytes,2.3 gigahertz,Intel 8th Generation Core i5,Windows 10 Pro,,Dell,0.66 inches,14.1 inches,9.27 inches,4 pounds
23,"Razer - Geek Squad Certified Refurbished Blade 15.6"" Gaming Laptop - Intel Core i7 - 16GB - NVIDIA GeForce RTX 2060 - 512GB SSD - Mercury White CNC Aluminum","1,599.99",laptop,Mercury White CNC Aluminum,2.5,4,GSRF RZ09-02886EM2-R3U1,15.6 inches,No,SSD,512 gigabytes,,16 gigabytes,2.2 gigahertz,Intel 8th Generation Core i7,Windows 10 Home,,Razer,0.7 inches,13.98 inches,9.25 inches,4.56 pounds
24,"MSI - 17.3"" Gaming Laptop - Intel Core i9 - 32GB Memory - NVIDIA GeForce RTX 2070 - 1TB Solid State Drive - Matte Black With Gold Diamond Cut","2,899.99",laptop,Matte Black With Gold Diamond Cut,4.3,,GS75 STEALTH-480,17.3 inches,No,SSD,1000 gigabytes,,32 gigabytes,2.3 gigahertz,Intel 8th Generation Core i9,Windows 10 Pro,,MSI,0.8 inches,15.6 inches,10.2 inches,4.96 pounds
25,"Dell - Precision Mobile Workstation 15.6"" Refurbished Laptop - Intel Core i7 - 16GB Memory - 512GB SSD - Black",699.99,laptop,Black,,,PRECISION 7510-32297,15.6 inches,No,SSD,512 gigabytes,,16 gigabytes,2.7 gigahertz,Intel 6th Generation Core i7,Windows 10 Pro,,Dell,1.3 inches,14.9 inches,10.4 inches,6.15 pounds
26,"Dell - Latitude 12.5"" Refurbished Laptop - Intel Core i7 - 16GB Memory - 512GB SSD - Black",479.99,laptop,Black,,,E7270-32439,12.5 inches,No,SSD,512 gigabytes,,16 gigabytes,2.6 gigahertz,Intel 6th Generation Core i7,Windows 10 Pro,,Dell,0.7 inches,12.2 inches,8.5 inches,2.8 pounds
27,"ASUS - VivoBook Flip 14 2-in-1 14"" Touch-Screen Laptop - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Light Gray",349.99,laptop,Light Gray,5.0,2,J401MA-YS02,14 inches,Yes,eMMC,64 gigabytes,,4 gigabytes,1.1 gigahertz,Intel Celeron,Windows 10 Home in S mode,,ASUS,0.6 inches,12.9 inches,8.9 inches,3.3 pounds
0,"Acer - Swift 5 15.6"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Pure Silver",999.99,laptop,Pure Silver,4.5,,SF51551T73TY,15.6 inches,Yes,SSD,512 gigabytes,,16 gigabytes,1.8 gigahertz,Intel 8th Generation Core i7,Windows 10 Home,10 hours,Acer,0.6 inches,14.1 inches,9.1 inches,2.2 pounds
1,"HP - 17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 - 1TB Hard Drive + 256GB SSD - Shadow Black","1,679.99",laptop,Shadow Black,3.0,2,17-CB0040NR,17.3 inches,No,"SSD, HDD",1256 gigabytes,1000 gigabytes,16 gigabytes,2.6 gigahertz,Intel 9th Generation Core i7,Windows 10 Home,5 hours,HP,1.1 inches,15.9 inches,11.6 inches,6.55 pounds
2,"Apple - MacBook Pro 15.4"" Pre-owned Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GT 650M - 512GB Flash Storage - Silver",949.99,laptop,Silver,3.4,15,MC976LL/A,15.4 inches,No,SSD,512 gigabytes,,8 gigabytes,2.6 gigahertz,Intel 3rd Generation Core i7,Mac OS,7 hours,Apple,0.7 inches,14.1 inches,9.7 inches,4.45 pounds
